帳號名稱,988廚房
時區,'+09:00
下載時間,2025/07/10 12:16
傳送者類型,傳送者名稱,傳送日期,傳送時間,內容
Account,自動回應訊息,2024/05/24,13:23:49,"加入(nine)(eight)(eight)
頭家輕鬆賺飽飽
人客健康呷飽飽"
Account,自動回應訊息,2024/05/24,13:23:49,"飯點 黃小娟歡迎您加入988廚房。
☑我們是HACCP認證，合法工廠直營，冷凍冷藏加工調理食安保證
☑專業加工廠直接供貨，方便訂貨．產品平價．好品質!
請先傳個貼圖打聲招呼喔~
詢價、訂貨請提供店家名字/聯絡電話/地址或拍照上傳名片"
User,東港/飯點全(Z2FY5H000),2024/05/24,13:24:00,飯點全自助餐
Account,林鈺婷,2024/05/24,14:02:54,老闆娘您好~
Account,林鈺婷,2024/05/24,14:03:07,歡迎加入988，以後要訂貨都可以直接在這邊訂貨喔
User,東港/飯點全(Z2FY5H000),2024/05/24,14:12:25,謝謝
Account,王振華,2024/05/31,09:26:51,老闆娘早安，今天要送鯖魚嗎？
User,東港/飯點全(Z2FY5H000),2024/05/31,12:17:27,不用唷！謝謝
Account,林鈺婷,2024/05/31,12:19:50,貼圖已傳送
User,東港/飯點全(Z2FY5H000),2024/06/03,21:51:14,鯖魚：2箱
Account,自動回應訊息,2024/06/03,21:51:14,貼圖已傳送
Account,自動回應訊息,2024/06/03,21:51:14,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,東港/飯點全(Z2FY5H000),2024/06/20,21:40:59,鯖魚：2箱
Account,自動回應訊息,2024/06/20,21:41:00,貼圖已傳送
Account,自動回應訊息,2024/06/20,21:41:00,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,東港/飯點全(Z2FY5H000),2024/06/24,22:38:10,鯖魚：2箱
Account,自動回應訊息,2024/06/24,22:38:10,貼圖已傳送
Account,自動回應訊息,2024/06/24,22:38:11,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,東港/飯點全(Z2FY5H000),2024/07/04,22:16:26,"鯖魚：2箱
魷魚頭：2包
銀鯰魚：1箱"
Account,自動回應訊息,2024/07/04,22:16:27,貼圖已傳送
Account,自動回應訊息,2024/07/04,22:16:27,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,東港/飯點全(Z2FY5H000),2024/07/11,22:16:33,"鯖魚：2箱
銀鯰魚：1箱"
Account,自動回應訊息,2024/07/11,22:16:34,貼圖已傳送
