帳號名稱,988廚房
時區,'+09:00
下載時間,2025/07/10 12:15
傳送者類型,傳送者名稱,傳送日期,傳送時間,內容
User,屏市/阿水自助餐(8GY5H0001),2024/01/02,09:21:35,"白花1箱
魚排1箱
虱目魚肚120／140 ／10片"
User,屏市/阿水自助餐(8GY5H0001),2024/01/02,09:21:38,貼圖已傳送
Account,林鈺婷,2024/01/02,09:23:03,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/01/05,09:27:35,"印度玉米粒1箱
白花1箱
無骨雞排60片1箱
"
User,屏市/阿水自助餐(8GY5H0001),2024/01/05,09:27:38,貼圖已傳送
Account,林鈺婷,2024/01/05,09:30:05,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/01/09,09:17:15,"印度玉米粒1箱
白花1箱
無骨雞排60片1箱
四季豆1箱"
User,屏市/阿水自助餐(8GY5H0001),2024/01/09,09:17:18,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/01/11,14:10:07,蒲燒
Account,林鈺婷,2024/01/11,14:11:45,您好~請問要75P的還是90P的?
User,屏市/阿水自助餐(8GY5H0001),2024/01/12,09:19:33,"蒲燒腹排90片1箱
白花1箱
無骨雞排60片1箱
里肌豬排80片1箱"
User,屏市/阿水自助餐(8GY5H0001),2024/01/12,09:19:36,貼圖已傳送
Account,林鈺婷,2024/01/12,09:20:19,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/01/16,09:20:51,"玉米粒5包
白花1箱
里肌豬排80片1箱"
User,屏市/阿水自助餐(8GY5H0001),2024/01/16,09:20:54,貼圖已傳送
Account,林鈺婷,2024/01/16,09:21:04,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/01/19,09:01:56,"四季豆1箱
白花1箱
里肌豬排80片1箱"
User,屏市/阿水自助餐(8GY5H0001),2024/01/19,09:01:58,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/01/23,08:59:33,"柳葉魚M1箱
玉米粒5包
白花1箱
里肌豬排80片1箱
蒲燒腹排90片1箱
無骨雞排60片1箱
"
User,屏市/阿水自助餐(8GY5H0001),2024/01/23,08:59:35,貼圖已傳送
Account,俐均,2024/01/23,09:00:32,貼圖已傳送
Account,林鈺婷,2024/01/26,09:17:33,老闆早~請問今天有要送貨嗎?
User,屏市/阿水自助餐(8GY5H0001),2024/01/26,09:21:37,"白花1箱
四季豆1箱
 里肌豬排80片1箱"
User,屏市/阿水自助餐(8GY5H0001),2024/01/26,09:21:56,請麻煩早點送來 謝謝
User,屏市/阿水自助餐(8GY5H0001),2024/01/26,09:21:58,貼圖已傳送
Account,俐均,2024/01/26,09:22:03,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/01/26,09:23:35,玉米粒5包
Account,俐均,2024/01/26,09:25:05,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/01/30,08:43:53,"玉米粒5包
白花1箱
無骨雞排60片1箱"
User,屏市/阿水自助餐(8GY5H0001),2024/01/30,08:43:55,貼圖已傳送
Account,林鈺婷,2024/01/30,08:44:51,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/02/02,09:05:20,"蒲燒腹排90片1箱
白花1箱
"
User,屏市/阿水自助餐(8GY5H0001),2024/02/02,09:05:23,貼圖已傳送
Account,林鈺婷,2024/02/02,09:10:46,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/02/05,13:47:14,請問柳葉魚 L 多少元
User,屏市/阿水自助餐(8GY5H0001),2024/02/05,13:47:17,貼圖已傳送
Account,俐均,2024/02/05,14:01:54,"老闆您好
600元"
User,屏市/阿水自助餐(8GY5H0001),2024/02/06,08:56:47,"柳葉魚 L 2箱
無骨雞排60片1箱
白花1箱
玉米粒5
柳葉魚M1箱"
User,屏市/阿水自助餐(8GY5H0001),2024/02/06,08:56:56,貼圖已傳送
Account,俐均,2024/02/06,08:59:51,貼圖已傳送
Account,俐均,2024/02/06,09:00:49,"老闆您好
柳葉魚 L目前缺貨
幫您送M號的好嗎?
一箱便宜40元"
User,屏市/阿水自助餐(8GY5H0001),2024/02/06,09:10:50,好
User,屏市/阿水自助餐(8GY5H0001),2024/02/06,09:14:07,柳葉魚M1箱 就好
Account,俐均,2024/02/06,09:14:18,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/02/15,09:10:03,"白花1箱
玉米粒5包
 里肌豬排80片1箱"
User,屏市/阿水自助餐(8GY5H0001),2024/02/15,09:10:06,貼圖已傳送
Account,林鈺婷,2024/02/15,09:10:25,老闆明天幫您送過去喔~謝謝
User,屏市/阿水自助餐(8GY5H0001),2024/02/16,08:54:19,"玉米粒5包
白花1箱
無骨雞排60片1箱 
里肌豬排80片1箱"
User,屏市/阿水自助餐(8GY5H0001),2024/02/16,08:54:22,貼圖已傳送
Account,俐均,2024/02/16,08:57:23,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/02/20,09:15:51,"玉米粒3包
白花1箱
里肌豬排80片1箱
柳葉魚M1箱
蒲燒腹排90片1箱
"
User,屏市/阿水自助餐(8GY5H0001),2024/02/20,09:15:56,貼圖已傳送
Account,林鈺婷,2024/02/20,09:17:44,貼圖已傳送
Account,林鈺婷,2024/02/20,12:33:27,照片已傳送
Account,林鈺婷,2024/02/20,12:33:27,照片已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/02/23,09:18:53,"白花1箱
玉米粒2包"
User,屏市/阿水自助餐(8GY5H0001),2024/02/23,09:19:11,雞排60片1
User,屏市/阿水自助餐(8GY5H0001),2024/02/23,09:19:14,貼圖已傳送
Account,林鈺婷,2024/02/23,09:19:36,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/02/23,15:46:16,"'
有補送來嗎
無骨雞排60片1箱 
里肌豬排80片1箱"
Account,林鈺婷,2024/02/23,15:47:56,司機晚點會幫您補送過去喔 不好意思
User,屏市/阿水自助餐(8GY5H0001),2024/02/27,09:14:18,"玉米粒5包
里肌豬排80片1箱
柳葉魚M1箱
無骨雞排60片1箱（集合）
"
User,屏市/阿水自助餐(8GY5H0001),2024/02/27,09:14:21,貼圖已傳送
Account,林鈺婷,2024/02/27,09:14:30,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/03/01,09:06:43,"紅斑魚切片1箱
白花1箱
里肌豬排80片1箱"
User,屏市/阿水自助餐(8GY5H0001),2024/03/01,09:06:46,貼圖已傳送
Account,林鈺婷,2024/03/01,09:09:17,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/03/05,09:09:36,"紅斑魚切片1箱
玉米粒5包
里肌豬排80片1箱
柳葉魚M1箱
無骨雞排60片1箱（集合
哈克魚 1箱 5／6"
Account,俐均,2024/03/05,09:13:24,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/03/08,09:11:54,"赤宗魚1箱
白花1箱
里肌豬排80片1箱
玉米粒4包
無骨雞排60片1箱（集合）
"
User,屏市/阿水自助餐(8GY5H0001),2024/03/08,09:11:58,貼圖已傳送
Account,俐均,2024/03/08,09:22:13,老闆您好
Account,俐均,2024/03/08,09:22:21,"赤宗魚1箱
缺貨"
Account,俐均,2024/03/08,09:22:44,改紅斑魚好嗎?
User,屏市/阿水自助餐(8GY5H0001),2024/03/08,09:50:45,"不用
謝謝"
Account,俐均,2024/03/08,09:58:57,好的
Account,俐均,2024/03/08,09:59:00,謝謝
User,屏市/阿水自助餐(8GY5H0001),2024/03/12,08:58:55,"紅斑魚1箱
白花1箱
里肌豬排80片1箱
玉米粒6包
柳葉魚M1箱
鬼頭刀1箱"
User,屏市/阿水自助餐(8GY5H0001),2024/03/12,08:58:57,貼圖已傳送
Account,林鈺婷,2024/03/12,08:59:49,貼圖已傳送
Account,林鈺婷,2024/03/12,09:01:06,"老闆您好~請問鬼頭刀要哪種的呢?
我們目前有尾塊、切塊、跟切塊剖半"
User,屏市/阿水自助餐(8GY5H0001),2024/03/15,09:13:51,"四季豆1箱
白花1箱
里肌豬排80片1箱
玉米粒4包
無骨雞排60片1箱（集合）
"
User,屏市/阿水自助餐(8GY5H0001),2024/03/15,09:13:54,貼圖已傳送
Account,林鈺婷,2024/03/15,09:19:10,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/03/19,08:47:44,"四季豆1箱
白花1箱
里肌豬排80片1箱
玉米粒4包
紅斑魚1箱
柳葉魚M1箱"
User,屏市/阿水自助餐(8GY5H0001),2024/03/19,08:47:47,貼圖已傳送
Account,俐均,2024/03/19,08:48:04,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/03/22,09:08:24,"四季豆1箱
白花1箱
里肌豬排80片1箱
玉米粒4包
無骨雞排60片1箱（集合）
"
User,屏市/阿水自助餐(8GY5H0001),2024/03/22,09:08:27,貼圖已傳送
Account,俐均,2024/03/22,09:09:40,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/03/26,09:13:21,"紅斑魚1箱
里肌豬排80片1箱
玉米粒3包"
User,屏市/阿水自助餐(8GY5H0001),2024/03/26,09:13:25,貼圖已傳送
Account,俐均,2024/03/26,09:15:51,"老闆您好
印度玉米粒目前缺貨
幫您送台灣的玉米粒好嗎?"
User,屏市/阿水自助餐(8GY5H0001),2024/03/26,09:31:58,多少
Account,俐均,2024/03/26,09:32:18,65元
Account,俐均,2024/03/26,09:32:24,一包
User,屏市/阿水自助餐(8GY5H0001),2024/03/26,10:03:41,4
User,屏市/阿水自助餐(8GY5H0001),2024/03/26,10:03:45,包
Account,林鈺婷,2024/03/26,10:09:43,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/03/29,09:03:50,"'
白花1箱
里肌豬排80片1箱
玉米粒2包
無骨雞排60片1箱（集合）"
User,屏市/阿水自助餐(8GY5H0001),2024/03/29,09:03:52,貼圖已傳送
Account,林鈺婷,2024/03/29,09:07:08,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/04/02,09:09:09,"'
白花1箱
里肌豬排80片1箱
玉米粒2包
紅斑魚1箱
白口魚100／120 1箱"
User,屏市/阿水自助餐(8GY5H0001),2024/04/02,09:09:16,貼圖已傳送
Account,俐均,2024/04/02,09:10:27,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/04/09,09:00:39,"紅斑魚1箱
白花1箱
玉米粒4包
無骨雞排60片1箱（集合）"
User,屏市/阿水自助餐(8GY5H0001),2024/04/09,09:00:40,貼圖已傳送
Account,俐均,2024/04/09,09:03:21,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/04/12,09:16:26,"浦燒魚1箱
白花1箱
玉米粒4包
無骨雞排60片1箱（集合）"
User,屏市/阿水自助餐(8GY5H0001),2024/04/12,09:16:28,貼圖已傳送
Account,俐均,2024/04/12,09:17:05,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/04/16,09:00:40,"白花1箱
玉米粒4包
無骨雞排60片1箱（集合）
紅斑魚1 箱"
User,屏市/阿水自助餐(8GY5H0001),2024/04/16,09:00:41,貼圖已傳送
Account,林鈺婷,2024/04/16,09:02:29,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/04/19,09:03:26,"四季豆1
白花1
玉米粒4"
User,屏市/阿水自助餐(8GY5H0001),2024/04/19,09:03:27,貼圖已傳送
Account,俐均,2024/04/19,09:04:48,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/04/23,08:59:06,"浦燒魚1箱
白花1箱
玉米粒4包
紅斑魚1"
User,屏市/阿水自助餐(8GY5H0001),2024/04/23,08:59:08,貼圖已傳送
Account,俐均,2024/04/23,09:00:18,貼圖已傳送
User,屏市/阿水自助餐(8GY5H0001),2024/04/26,09:04:20,"白花1箱
玉米粒4包
無骨雞排60片1箱（集合）
柳葉魚1 箱"
User,屏市/阿水自助餐(8GY5H0001),2024/04/26,09:04:23,貼圖已傳送
Account,俐均,2024/04/26,09:06:33,貼圖已傳送
