帳號名稱,988廚房
時區,'+09:00
下載時間,2025/07/10 12:19
傳送者類型,傳送者名稱,傳送日期,傳送時間,內容
Account,自動回應訊息,2024/11/28,14:48:36,"加入(nine)(eight)(eight)
頭家輕鬆賺飽飽
人客健康呷飽飽"
Account,自動回應訊息,2024/11/28,14:48:36,"LI~huan歡迎您加入988廚房。
☑我們是HACCP認證，合法工廠直營，冷凍冷藏加工調理食安保證
☑專業加工廠直接供貨，方便訂貨．產品平價．好品質!
請先傳個貼圖打聲招呼喔~
詢價、訂貨請提供店家名字/聯絡電話/地址或拍照上傳名片"
User,LI~huan(里港/阿鴻自助餐),2024/11/28,14:48:57,貼圖已傳送
Account,林鈺婷,2024/11/28,14:49:43,老闆娘您好~請問是哪間店家
Account,王振華,2024/11/29,00:18:11,里港阿鴻自助餐
User,LI~huan(里港/阿鴻自助餐),2024/12/01,19:54:55,有需要在賴您
Account,自動回應訊息,2024/12/01,19:54:56,貼圖已傳送
Account,自動回應訊息,2024/12/01,19:54:56,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
Account,王振華,2024/12/01,22:26:12,謝謝老闆娘
User,LI~huan(里港/阿鴻自助餐),2024/12/18,14:21:28,"鹽魚3箱
鬼頭刀，片，塊，方便看貨嗎？
四季豆1箱
白花菜2箱

紅班看貨方便嗎？


"
Account,俐均,2024/12/18,14:23:38,"老闆娘好
請問四季豆與白花菜要幫您送小包裝還是裸裝的呢?"
User,LI~huan(里港/阿鴻自助餐),2024/12/18,15:05:58,祼裝的比較便宜嗎？
Account,林鈺婷,2024/12/18,16:14:25,對~裸裝的會比較便宜
User,LI~huan(里港/阿鴻自助餐),2024/12/18,19:39:19,好唷
Account,自動回應訊息,2024/12/18,19:39:19,貼圖已傳送
Account,自動回應訊息,2024/12/18,19:39:19,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,LI~huan(里港/阿鴻自助餐),2024/12/26,19:43:38,你們明天有送貨嗎
Account,自動回應訊息,2024/12/26,19:43:38,貼圖已傳送
Account,自動回應訊息,2024/12/26,19:43:38,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
Account,王振華,2024/12/26,23:34:57,老闆娘好，里港送貨為星期一、四，如果有急需會再請司機安排
User,LI~huan(里港/阿鴻自助餐),2024/12/27,10:18:49,好
User,LI~huan(里港/阿鴻自助餐),2024/12/27,10:18:53,貼圖已傳送
User,LI~huan(里港/阿鴻自助餐),2024/12/29,22:56:57,"白花菜4箱
鹽魚3箱
紅班1箱
鬼頭刀1箱"
Account,自動回應訊息,2024/12/29,22:56:57,貼圖已傳送
Account,自動回應訊息,2024/12/29,22:56:57,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
Account,王振華,2024/12/29,23:18:08,貼圖已傳送
User,LI~huan(里港/阿鴻自助餐),2025/01/01,15:05:09,"白花5箱
鹽魚3箱
敏豆1箱
苦瓜1箱
白帶1箱
"
Account,王振華,2025/01/01,23:19:51,老闆娘好，苦瓜目前缺貨
User,LI~huan(里港/阿鴻自助餐),2025/01/03,19:34:29,貼圖已傳送
Account,自動回應訊息,2025/01/03,19:34:30,貼圖已傳送
Account,自動回應訊息,2025/01/03,19:34:30,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,LI~huan(里港/阿鴻自助餐),2025/01/12,16:57:06,"鹽魚4箱
白花4箱
敏豆2箱
鮭魚1箱！（條或者塊，）方便看貨嗎？
蜜汁大排3箱
醬燒2箱
"
Account,自動回應訊息,2025/01/12,16:57:06,貼圖已傳送
Account,自動回應訊息,2025/01/12,16:57:06,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
Account,林鈺婷,2025/01/13,08:42:12,"老闆娘不好意思~我們目前鮭魚缺貨中
蜜汁大排現在沒有，只有鐵路大排可以嗎?"
User,LI~huan(里港/阿鴻自助餐),2025/01/22,14:41:21,"鹽魚4箱
肉魚1箱"
Account,俐均,2025/01/22,14:46:19,貼圖已傳送
Account,俐均,2025/01/22,14:51:48,"老闆娘好
請問肉魚需幫您送什麼規格呢>"
User,LI~huan(里港/阿鴻自助餐),2025/01/22,14:57:32,價格有哪些
Account,俐均,2025/01/22,15:06:06,肉魚120/150一箱10公斤/1350元
User,LI~huan(里港/阿鴻自助餐),2025/01/22,20:33:37,不用，謝謝
Account,自動回應訊息,2025/01/22,20:33:37,貼圖已傳送
Account,自動回應訊息,2025/01/22,20:33:37,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
