帳號名稱,988廚房
時區,'+09:00
下載時間,2025/07/10 12:14
傳送者類型,傳送者名稱,傳送日期,傳送時間,內容
User,富品臻便當店,2024/03/14,18:49:51,您好，有時候店內有事情要請教的話，會使用這個來連繫，謝謝🙏
Account,自動回應訊息,2024/03/14,18:49:51,貼圖已傳送
Account,自動回應訊息,2024/03/14,18:49:51,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，上班時間會盡快給您答覆"
Account,林鈺婷,2024/03/15,08:53:57,貼圖已傳送
User,新興/富品臻便當店(ZQ5122000),2024/03/16,18:12:34,"雞排-1件
豬排-1件
鯖魚-1件
玉米-5包"
Account,自動回應訊息,2024/03/16,18:12:34,貼圖已傳送
Account,自動回應訊息,2024/03/16,18:12:34,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，上班時間會盡快給您答覆"
User,新興/富品臻便當店(ZQ5122000),2024/03/19,18:08:41,"鯖魚-2件
雞排-2件
豬排-1件
玉米-1件
青花-1件
白花-1件"
Account,俐均,2024/03/19,18:10:46,貼圖已傳送
User,新興/富品臻便當店(ZQ5122000),2024/03/21,18:35:19,"雞排-1件
豬排-1件
玉米-3包"
Account,自動回應訊息,2024/03/21,18:35:20,貼圖已傳送
Account,自動回應訊息,2024/03/21,18:35:20,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，上班時間會盡快給您答覆"
Account,林鈺婷,2024/03/22,14:06:24,照片已傳送
Account,俐均,2024/03/22,14:50:07,照片已傳送
User,新興/富品臻便當店(ZQ5122000),2024/03/23,20:43:11,"鯖魚-2件
雞排-2件
玉米-5包"
Account,自動回應訊息,2024/03/23,20:43:11,貼圖已傳送
Account,自動回應訊息,2024/03/23,20:43:11,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，上班時間會盡快給您答覆"
Account,林鈺婷,2024/03/25,09:40:47,老闆娘不好意思~玉米粒原本的已經售完了，先幫您送台灣的過去給您參考看看
User,新興/富品臻便當店(ZQ5122000),2024/03/25,10:13:13,明白
User,新興/富品臻便當店(ZQ5122000),2024/03/26,18:15:27,"玉米-1件
鯖魚-2件
雞排-1件
豬排-1件
豬頭皮-1包"
Account,自動回應訊息,2024/03/26,18:15:27,貼圖已傳送
Account,自動回應訊息,2024/03/26,18:15:27,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，上班時間會盡快給您答覆"
User,新興/富品臻便當店(ZQ5122000),2024/03/26,19:23:06,"雞排+1
總共2箱"
Account,自動回應訊息,2024/03/26,19:23:07,貼圖已傳送
Account,自動回應訊息,2024/03/26,19:23:07,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，上班時間會盡快給您答覆"
Account,俐均,2024/03/27,08:32:06,"老闆娘您好
印度的玉米粒目前缺貨
幫您送台灣的好嗎?"
User,新興/富品臻便當店(ZQ5122000),2024/03/27,09:56:35,👌
User,新興/富品臻便當店(ZQ5122000),2024/03/27,13:27:57,"台灣的一件15包？
然後價格的話一件有比較便宜嗎？ "
Account,林鈺婷,2024/03/27,14:02:49,一箱15公斤 一箱優惠975元(1公斤65元)
User,新興/富品臻便當店(ZQ5122000),2024/03/27,14:07:05,那如果是散賣的話呢？
Account,林鈺婷,2024/03/27,14:07:30,散買的話一包70元
User,新興/富品臻便當店(ZQ5122000),2024/03/27,14:07:39,明白 謝謝
User,新興/富品臻便當店(ZQ5122000),2024/03/28,19:46:23,"雞排-1
豬排-1
貴妃雞排-1件"
Account,自動回應訊息,2024/03/28,19:46:23,貼圖已傳送
Account,自動回應訊息,2024/03/28,19:46:23,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
